,Name,City,Country,IATA,ICAO
6013,Black Tickle Airport,Black Tickle,Canada,YBI,CCE4
6014,Silver Springs Airport,Silver Springs,United States,\N,KSPZ
6015,Whiteman Airport,Los Angeles,United States,WHP,KWHP
6016,Madera Municipal Airport,Madera,United States,MAE,KMAE
6017,Trail Airport,Trail,Canada,YZZ,CAD4
6018,Victoria Airport,Patricia Bay,Canada,\N,CAP5
6019,Old Arctic Bay Airport,Arctic Bay,Canada,YAB,CJX7
6020,Birchwood Airport,Belmopan,Belize,\N,PABV
6021,Grand-Santi Airport,Grand-Santi,French Guiana,GSI,SOGS
6022,Maripasoula Airport,Maripasoula,French Guiana,MPY,SOOA
6023,Saint-Laurent-du-Maroni Airport,Saint-Laurent-du-Maroni,French Guiana,LDX,SOOM
6025,Capurganá Airport,Capurgana,Colombia,CPB,SKCA
6027,Presidente General Don Oscar D. Gestido International Airport,Rivera,Uruguay,RVY,SURV
6028,Patos de Minas Airport,Patos de Minas,Brazil,POJ,SNPD
6029,Bauru - Arealva Airport,Bauru,Brazil,JTC,SJTC
6030,Ourilândia do Norte Airport,Ourilandia do Norte,Brazil,OIA,SDOW
6031,Redenção Airport,Redencao,Brazil,RDC,SNDC
6032,São Félix do Xingu Airport,Sao Felix do Xingu,Brazil,SXX,SNFX
6033,Bonito Airport,Bointo,Brazil,BYO,SJDB
6034,São Félix do Araguaia Airport,Sao Felix do Araguaia,Brazil,SXO,SWFX
6035,Caçador Airport,Cacador,Brazil,CFC,SBCD
6036,Carauari Airport,Carauari,Brazil,CAF,SWCA
6037,Urucu Airport,Porto Urucu,Brazil,\N,SWUY
6038,Eirunepé Airport,Eirunepe,Brazil,ERN,SWEI
6039,Concórdia Airport,Concordia,Brazil,CCI,SSCK
6040,Francisco Beltrão Airport,Francisco Beltrao,Brazil,FBE,SSFB
6041,Confresa Airport,Confresa,Brazil,CFO,SJHG
6042,Apalachicola Regional Airport,Apalachicola,United States,AAF,KAAF
6043,Umuarama Airport,Umuarama,Brazil,UMU,SSUM
6044,Diamantina Airport,Diamantina,Brazil,DTI,SNDT
6045,Fonte Boa Airport,Fonte Boa,Brazil,FBA,SWOB
6046,Senadora Eunice Micheles Airport,Sao Paulo de Olivenca,Brazil,OLC,SDCG
6047,Humaitá Airport,Humaita,Brazil,HUW,SWHT
6048,Tapuruquara Airport,Santa Isabel do Rio Negro,Brazil,IRZ,SWTP
6049,Oriximiná Airport,Oriximina,Brazil,ORX,SNOX
6050,Hotel Transamérica Airport,Una,Brazil,UNA,SBTC
6054,Douglas Municipal Airport,Douglas,United States,\N,KDQH
6055,St Lucie County International Airport,Fort Pierce,United States,FPR,KFPR
6056,Taunton Municipal King Field,Taunton,United States,\N,KTAN
6057,Plymouth Municipal Airport,Plymouth,United States,PYM,KPYM
6058,Quonset State Airport,North Kingstown,United States,NCO,KOQU
6059,Norwood Memorial Airport,Norwood,United States,OWD,KOWD
6060,Westfield-Barnes Regional Airport,Westfield,United States,BAF,KBAF
6061,Windham Airport,Willimantic,United States,\N,KIJD
6062,Orange County Airport,Montgomery,United States,MGJ,KMGJ
6063,Capital City Airport,Harrisburg,United States,HAR,KCXY
6064,Marshfield Municipal George Harlow Field,Marshfield,United States,\N,KGHG
6065,Danbury Municipal Airport,Danbury,United States,DXR,KDXR
6066,Boire Field,Nashua,United States,ASH,KASH
6067,Lawrence Municipal Airport,Lawrence,United States,LWM,KLWM
6068,Waterbury Oxford Airport,Oxford,United States,OXC,KOXC
6069,Fitchburg Municipal Airport,Fitchburg,United States,\N,KFIT
6070,Earl L. Small Jr. Field/Stockmar Airport,Villa Rica,United States,\N,20GA
6071,Cartersville Airport,Cartersville,United States,\N,KVPC
6072,Centre-Piedmont-Cherokee County Regional Airport,Centre,United States,\N,KPYP
6073,Richard B Russell Airport,Rome,United States,RMG,KRMG
6074,Northeast Alabama Regional Airport,Gadsden,United States,GAD,KGAD
6075,Knoxville Downtown Island Airport,Knoxville,United States,\N,KDKX
6076,Barrow County Airport,Winder,United States,WDR,KWDR
6077,Plantation Airpark,Sylvania,United States,\N,KJYL
6078,Dalton Municipal Airport,Dalton,United States,DNN,KDNN
6079,West Georgia Regional O V Gray Field,Carrollton,United States,\N,KCTJ
6080,LaGrange Callaway Airport,LaGrange,United States,LGC,KLGC
6081,Baldwin County Regional Airport,Milledgeville,United States,\N,KMLJ
6082,Harris County Airport,Pine Mountain,United States,PIM,KPIM
6083,Peachtree City Falcon Field,Atlanta,United States,\N,KFFC
6084,Lee Gilmer Memorial Airport,Gainesville,United States,GVL,KGVL
6085,Harry Clever Field,New Philadelpha,United States,PHD,KPHD
6086,Darlington County Airport,Darlington,United States,\N,KUDG
6087,Hilton Head Airport,Hilton Head Island,United States,HHH,KHXD
6088,Daniel Field,Augusta,United States,DNL,KDNL
6089,Foothills Regional Airport,Morganton,United States,MRN,KMRN
6090,Pike County-Hatcher Field,Pikeville,United States,PVL,KPBX
6091,Mallards Landing Airport,Locust Grove,United States,\N,GA04
6092,Toccoa Airport - R.G. Letourneau Field,Toccoa,United States,TOC,KTOC
6104,Fort Worth Alliance Airport,Fort Worth,United States,AFW,KAFW
6105,East Troy Municipal Airport,East Troy,United States,\N,K57C
6115,Keewaywin Airport,Keewaywin,Canada,KEW,CPV8
6116,Marathon Airport,Marathon,Canada,YSP,CYSP
6117,Hearst René Fontaine Municipal Airport,Hearst,Canada,YHF,CYHF
6118,Hornepayne Municipal Airport,Hornepayne,Canada,YHN,CYHN
6119,Kirkland Lake Airport,Kirkland Lake,Canada,YKX,CYKX
6120,Manitouwadge Airport,Manitouwadge,Canada,YMG,CYMG
6121,Wawa Airport,Wawa,Canada,YXZ,CYXZ
6122,Manitoulin East Municipal Airport,Manitowaning,Canada,YEM,CYEM
6123,Slate Falls Airport,Slate Falls,Canada,\N,CKD9
6124,Collingwood Airport,Collingwood,Canada,\N,CNY3
6125,Brantford Municipal Airport,Brantford,Canada,\N,CYFD
6126,Lawrence Municipal Airport,Lawrence,United States,LWC,KLWC
6127,Wellington Municipal Airport,Wellington,United States,\N,KEGT
6128,Pompano Beach Airpark,Pompano Beach,United States,PPM,KPMP
6131,Shelby County Airport,Alabaster,United States,\N,KEET
6133,Sky Ranch At Carefree Airport,Carefree,United States,\N,18AZ
6135,One Hundred Mile House Airport,One Hundred Mile House,Canada,\N,CAV3
6136,South Cariboo Region / 108 Mile Airport,108 Mile Ranch,Canada,ZMH,CZML
6140,Indianapolis Metropolitan Airport,Indianapolis,United States,\N,KUMP
6141,London-Corbin Airport/Magee Field,London,United States,LOZ,KLOZ
6142,Simmons Army Air Field,Fredericksburg,United States,FBG,KFBG
6146,Gimli Industrial Park Airport,Gimli,Canada,YGM,CYGM
6147,Matheson Island Airport,Matheson Island,Canada,\N,CJT2
6150,John H Batten Airport,Racine,United States,RAC,KRAC
6156,Redlands Municipal Airport,Redlands,United States,\N,KREI
6157,Flabob Airport,Riverside,United States,\N,KRIR
6158,Tacoma Narrows Airport,Tacoma,United States,TIW,KTIW
6160,Jack Edwards Airport,Gulf Shores,United States,GUF,KJKA
6161,General Villamil Airport,Isabela,Ecuador,IBB,SEII
6167,Hazleton Municipal Airport,Hazleton,United States,HZL,KHZL
6168,Greater Cumberland Regional Airport,Cumberland,United States,CBE,KCBE
6169,Sugar Loaf Shores Airport,Key West,United States,\N,7FA1
6171,Bob Quinn Lake Airport,Bob Quinn Lake,Canada,YBO,CBW4
6174,Tri-County Regional Airport,Lone Rock,United States,LNR,KLNR
6175,Price County Airport,Phillips,United States,\N,KPBH
6176,Monroe Municipal Airport,Monroe,United States,\N,KEFT
6177,Joliet Regional Airport,Joliet,United States,JOT,KJOT
6178,Illinois Valley Regional Airport-Walter A Duncan Field,Peru,United States,VYS,KVYS
6179,Jackson County Reynolds Field,Jackson,United States,JXN,KJXN
6182,Joseph A. Hardy Connellsville Airport,Connellsville,United States,\N,KVVS
6183,Bedford County Airport,Bedford,United States,\N,KHMZ
6184,Wings Field,Philadelphia,United States,BBX,KLOM
6185,Okeechobee County Airport,Okeechobee,United States,OBE,KOBE
6186,Sebring Regional Airport,Sebring,United States,SEF,KSEF
6187,Avon Park Executive Airport,Avon Park,United States,AVO,KAVO
6188,Winter Haven Regional Airport - Gilbert Field,Winter Haven,United States,GIF,KGIF
6189,Zephyrhills Municipal Airport,Zephyrhills,United States,ZPH,KZPH
6190,Ocala International Airport - Jim Taylor Field,Ocala,United States,OCF,KOCF
6191,Jesup Wayne County Airport,Jesup,United States,\N,KJES
6192,Madison Municipal Airport,Madison,United States,\N,K52A
6193,Newnan Coweta County Airport,Newnan,United States,\N,KCCO
6194,Thomson-McDuffie County Airport,Thomson,United States,\N,KHQU
6195,Aiken Regional Airport,Aiken,United States,AIK,KAIK
6196,Woodward Field,Camden,United States,CDN,KCDN
6197,Lumberton Regional Airport,Lumberton,United States,LBT,KLBT
6198,Moore County Airport,Pinehurst-Southern Pines,United States,SOP,KSOP
6199,Richmond County Airport,Rockingham,United States,\N,KRCZ
6200,Baraboo Wisconsin Dells Airport,Baraboo,United States,\N,KDLL
6201,Statesville Regional Airport,Statesville,United States,SVH,KSVH
6202,Burlington Municipal Airport,Burlington,United States,\N,KBUU
6203,William T. Piper Memorial Airport,Lock Haven,United States,LHV,KLHV
6204,Zelienople Municipal Airport,Zelienople,United States,\N,KPJC
6205,Lorain County Regional Airport,Lorain-Elyria,United States,\N,KLPR
6206,Burke Lakefront Airport,Cleveland,United States,BKL,KBKL
6207,Chautauqua County-Dunkirk Airport,Dunkirk,United States,DKK,KDKK
6208,South Jersey Regional Airport,Mount Holly,United States,LLY,KVAY
6209,Linden Airport,Linden,United States,LDJ,KLDJ
6210,Tri State Steuben County Airport,Angola,United States,ANQ,KANQ
6211,Warsaw Municipal Airport,Warsaw,United States,\N,KASW
6212,Van Wert County Airport,Van Wert,United States,\N,KVNW
6213,Brooks Field,Marshall,United States,\N,KRMY
6214,Genesee County Airport,Batavia,United States,\N,KGVQ
6215,Clearwater Air Park,Clearwater,United States,CLW,KCLW
6217,Chicago Meigs Airport,Chicago,United States,CGX,KCGX
6218,Pickens County Airport,Jasper,United States,\N,KJZP
6220,Grand Strand Airport,North Myrtle Beach,United States,CRE,KCRE
6221,Lansing Municipal Airport,Lansing,United States,\N,KIGQ
6222,Ramona Airport,Ramona,United States,\N,KRNM
6238,Branch County Memorial Airport,Coldwater,United States,\N,KOEB
6239,Wilkes Barre Wyoming Valley Airport,Wilkes-Barre,United States,WBW,KWBW
6240,Willoughby Lost Nation Municipal Airport,Willoughby,United States,LNN,KLNN
6242,Uummannaq Heliport,Uummannaq,Greenland,UMD,BGUM
6244,Capital City Airport,Frankfort,United States,FFT,KFFT
6245,Auburn Lewiston Municipal Airport,Lewiston,United States,LEW,KLEW
6248,Bloyer Field,Tomah,United States,\N,KY72
6249,Marco Island Executive Airport,Marco Island Airport,United States,MRK,KMKY
6250,Drummond Island Airport,Drummond Island,United States,DRE,KDRM
6251,Gladwin Zettel Memorial Airport,Gladwin,United States,GDW,KGDW
6252,South Haven Area Regional Airport,South Haven,United States,\N,KLWA
6253,Marshfield Municipal Airport,Marshfield,United States,MFI,KMFI
6254,Alexander Field South Wood County Airport,Wisconsin Rapids,United States,ISW,KISW
6255,Clinton Municipal Airport,Clinton,United States,CWI,KCWI
6256,Beverly Municipal Airport,Beverly,United States,BVY,KBVY
6259,Trois-Rivières Airport,Trois Rivieres,Canada,YRQ,CYRQ
6260,Poplar Bluff Municipal Airport,Poplar Bluff,United States,POF,KPOF
6261,Somerset Airport,Somerville,United States,\N,KSMQ
6262,Eastport Municipal Airport,Eastport,United States,\N,KEPM
6263,Keokuk Municipal Airport,Keokuk,United States,EOK,KEOK
6267,St Paul Downtown Holman Field,St. Paul,United States,STP,KSTP
6275,Oconomowoc Airport,Oconomowoc,United States,\N,0WI8
6284,Butler Co Regional Airport - Hogan Field,Hamilton,United States,HAO,KHAO
6300,Fond du Lac County Airport,Fond du Lac,United States,FLD,KFLD
6301,Waupaca Municipal Airport,Waupaca,United States,\N,KPCZ
6302,Stevens Point Municipal Airport,Stevens Point,United States,STE,KSTE
6305,Luce County Airport,Newberry,United States,\N,KERY
6309,Galion Municipal Airport,Galion,United States,GQQ,KGQQ
6310,Tiputini Airport,Tiputini,Ecuador,TPN,SETI
6311,Rio Amazonas Airport,Pastaza,Ecuador,PTZ,SESM
6312,Clarksville–Montgomery County Regional Airport,Clarksville,United States,CKV,KCKV
6313,Lompoc Airport,Lompoc,United States,LPC,KLPC
6314,Chester County G O Carlson Airport,Coatesville,United States,CTH,KMQS
6319,Lake Placid Airport,Lake Placid,United States,LKP,KLKP
6324,Lima Allen County Airport,Lima,United States,AOH,KAOH
6326,Malcolm McKinnon Airport,Brunswick,United States,SSI,KSSI
6327,Beaver County Airport,Beaver Falls,United States,BFP,KBVI
6328,Georgetown County Airport,Georgetown,United States,GGE,KGGE
6329,Hardwick Field,Cleveland,United States,HDI,KHDI
6330,Renton Municipal Airport,Renton,United States,RNT,KRNT
6331,Brackett Field,La Verne,United States,POC,KPOC
6332,Cross City Airport,Cross City,United States,CTY,KCTY
6333,Oconee County Regional Airport,Clemson,United States,CEU,KCEU
6334,Beech Factory Airport,Wichita,United States,BEC,KBEC
6336,Tom B. David Field,Calhoun,United States,\N,KCZL
6337,Habersham County Airport,Cornelia,United States,\N,KAJR
6338,Georgetown Municipal Airport,Georgetown,United States,\N,KGTU
6339,Old Rhinebeck Airport,Rhinebeck,United States,\N,NY94
6341,Sidney Municipal-Lloyd W Carr Field,Sidney,United States,SNY,KSNY
6347,Kalaeloa Airport,Kapolei,United States,JRF,PHJR
6353,Iosco County Airport,East Tawas,United States,ECA,K6D9
6354,Madison County Executive Airport-Tom Sharp Jr Field,Huntsville,United States,\N,KMDQ
6355,Leesburg Executive Airport,Leesburg,United States,\N,KJYO
6356,Anoka County-Blaine (Janes Field) Airport,Anoka,United States,\N,KANE
6357,Robinson Crusoe Airport,San Juan Bautista,Chile,\N,SCIR
6363,Williamson Sodus Airport,Williamson,United States,\N,KSDC
6365,Boulder Municipal Airport,Boulder,United States,WBU,KBDU
6371,Palo Alto Airport of Santa Clara County,Palo Alto,United States,PAO,KPAO
6375,Falcon Field,Mesa,United States,MSC,KFFZ
6376,Coolidge Municipal Airport,Cooldige,United States,\N,KP08
6377,Cottonwood Airport,Cottonwood,United States,\N,KP52
6380,Ak-Chin Regional Airport,Phoenix,United States,\N,KA39
6381,Wickenburg Municipal Airport,Wickenburg,United States,\N,KE25
6383,Oakland County International Airport,Pontiac,United States,PTK,KPTK
6385,Dillant Hopkins Airport,Keene,United States,EEN,KEEN
6387,Kawama Airport,Kawama,Cuba,VRO,MUKW
6389,Glasgow Industrial Airport,Glasgow,United States,\N,07MT
6391,Termas de Río Hondo international Airport,Rio Hondo,Argentina,RHD,SANR
6395,Iowa City Municipal Airport,Iowa City,United States,IOW,KIOW
6397,Lorenzo Airport,Morro de Sao Paulo,Brazil,\N,SNCL
6398,Windom Municipal Airport,Windom,United States,\N,KMWM
6399,Longview Ranch Airport,Longview,United States,\N,OG39
6402,Lee Airport,Annapolis,United States,ANP,KANP
6408,Pecos Municipal Airport,Pecos,United States,PEQ,KPEQ
6409,Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg,United States,HBG,KHBG
6410,Botucatu - Tancredo de Almeida Neves Airport,Botucatu,Brazil,QCJ,SDBK
6411,Base Aérea Airport,Anapolis,Brazil,\N,SBAN
6412,Mário Pereira Lopes–São Carlos Airport,Sao Carlos,Brazil,QSC,SDSC
6413,Chan Gurney Municipal Airport,Yankton,United States,YKN,KYKN
6415,Bromont (Roland Desourdy) Airport,Bromont,Canada,ZBM,CZBM
6418,Caldera Airport,Caldera,Chile,\N,SCCL
6419,San Pedro de Atacama Airport,San Pedro de Atacama,Chile,\N,SCPE
6420,Copacabana Airport,Copacabana,Bolivia,\N,SLCC
6427,Hayward Executive Airport,Hayward,United States,HWD,KHWD
6431,Ann Arbor Municipal Airport,Ann Arbor,United States,ARB,KARB
6452,Henry County Airport,Hampton,United States,\N,K4A7
6454,Alameda Naval Air Station,Alameda,United States,NGZ,KNGZ
6458,Cochrane Airport,Cochrane,Canada,YCN,CYCN
6459,Estadual Arthur Siqueira Airport,Braganca Paulista,Brazil,BJP,SBBP
6462,Comarapa Airport,Salt Lake City,United States,\N,SLCR
6466,Immokalee Regional Airport,Immokalee ,United States,IMM,KIMM
6468,Rancho San Simeon Airport,Cambria,United States,\N,66CA
6470,Dinwiddie County Airport,Petersburg,United States,PTB,KPTB
6474,Sheboygan County Memorial Airport,Sheboygan,United States,SBM,KSBM
6481,Pinal Airpark,Marana,United States,MZJ,KMZJ
6482,Glendale Municipal Airport,Glendale,United States,\N,KGEU
6483,Safford Regional Airport,Safford,United States,SAD,KSAD
6488,Americana Airport,Americana,Brazil,\N,SDAI
6492,Sikeston Memorial Municipal Airport,Sikeston,United States,SIK,KSIK
6493,Tetiaroa Airport,Tetiaroa,French Polynesia,TTI,NTTE
6494,Floyd Bennett Memorial Airport,Queensbury,United States,GFL,KGFL
6495,Saratoga County Airport,Ballston Spa,United States,\N,K5B2
6496,Crystal River Airport,Crystal River,United States,\N,KCGC
6497,Martin State Airport,Baltimore,United States,MTN,KMTN
6498,Lincoln Regional Karl Harder Field,Lincoln,United States,\N,KLHM
6499,Fostoria Metropolitan Airport,Fostoria,United States,\N,KFZI
6500,Eastern Slopes Regional Airport,Fryeburg,United States,FRY,KIZG
6501,Coral Creek Airport,Placida,United States,\N,FA54
6502,Lakefront Airport,New Orleans,United States,NEW,KNEW
6503,Coeur D'Alene - Pappy Boyington Field,Coeur d'Alene,United States,COE,KCOE
6504,Beaumont Municipal Airport,Beaumont,United States,BMT,KBMT
6505,Vermilion Regional Airport,Danville,United States,DNV,KDNV
6507,Space Coast Regional Airport,Titusville,United States,TIX,KTIX
6512,Andrau Airpark,Houston,United States,AAP,KAAP
6513,Flying Cloud Airport,Eden Prairie,United States,FCM,KFCM
6515,Johnson County Executive Airport,Olathe,United States,OJC,KOJC
6519,Barrie-Orillia (Lake Simcoe Regional Airport),Barrie-Orillia,Canada,YLK,CYLS
6520,Huronia Airport,Midland,Canada,\N,CYEE
6521,Markham Airport,Markham,Canada,\N,CNU8
6522,Stanhope Municipal Airport,Haliburton,Canada,\N,CND4
6523,Kawartha Lakes (Lindsay) Airport,Lindsay,Canada,\N,CNF4
6524,Niagara District Airport,Saint Catherines,Canada,YCM,CYSN
6525,Edenvale Aerodrome,Edenvale,Canada,\N,CNV8
6526,Orillia Airport,Orillia,Canada,\N,CNJ4
6527,Holland Landing Airpark,Holland Landing,Canada,\N,CLA4
6528,Parry Sound Area Municipal Airport,Parry Sound,Canada,YPD,CNK4
6529,Hanover / Saugeen Municipal Airport,Hanover,Canada,\N,CYHS
6530,Brandywine Airport,West Goshen Township,United States,\N,KOQN
6531,Manassas Regional Airport/Harry P. Davis Field,Manassas,United States,MNZ,KHEF
6532,Texas Gulf Coast Regional Airport,Angleton,United States,LJN,KLBX
6540,Shelby County Airport,Shelbyville,United States,\N,K2H0
6546,Enumclaw Airport,Enumclaw,United States,\N,WA77
6557,Port Alsworth Airport,Port alsworth,United States,PTA,PALJ
6559,Fairfield County Airport,Winnsboro,United States,\N,KFDW
6562,Santa Cruz del Quiche Airport,Santa Cruz des Quiche,Guatemala,AQB,MGQC
6565,Skyhaven Airport,Rochester,United States,\N,KDAW
6567,Newton City-County Airport,Newton,United States,EWK,KEWK
6570,Taszár Air Base,Columbus,United States,TZR,LHTA
6571,Fort Bridger Airport,Fort Bridger,United States,FBR,KFBR
6572,Prosser Airport,Prosser,United States,\N,KS40
6573,Chehalis Centralia Airport,Chehalis,United States,CLS,KCLS
6574,Desert Aire Regional Airport,Mattawa,United States,\N,KM94
6575,Evanston-Uinta County Airport-Burns Field,Evanston,United States,EVW,KEVW
6576,Sabetha Municipal Airport,Sabetha,United States,\N,KK83
6577,Mt Pleasant Regional-Faison field,Mount Pleasant,United States,\N,KLRO
6578,Jimmy Carter Regional Airport,Americus,United States,\N,KACJ
6579,Weedon Field,Eufala,United States,EUF,KEUF
6580,Saluda County Airport,Saluda,United States,\N,K6J4
6581,Dare County Regional Airport,Manteo,United States,MEO,KMQI
6582,Auburn University Regional Airport,Auburn,United States,AUO,KAUO
6583,Tri Cities Airport,Endicott,United States,\N,KCZG
6584,Bessemer Airport,Bessemer,United States,\N,KEKY
6585,Colorado Springs East Airport,Ellicott,United States,\N,KA50
6586,Crystal Airport,Crystal,United States,\N,KMIC
6587,Clarke County Airport,Quitman,United States,\N,K23M
6588,W H 'Bud' Barron Airport,Dublin,United States,DBN,KDBN
6589,Pukarua Airport,Pukarua,French Polynesia,PUK,NTGQ
6593,Corvallis Municipal Airport,Corvallis,United States,CVO,KCVO
6595,El Almendro Airport,Scranton,United States,\N,SCRT
6596,San Agustin Airport,Morristown,United States,\N,MRST
6602,Ogden Hinckley Airport,Ogden,United States,OGD,KOGD
6604,Robert S Kerr Airport,Poteau,United States,\N,KRKR
6605,Colorado Plains Regional Airport,Akron,United States,AKO,KAKO
6606,Sanderson Field,Shelton,United States,SHN,KSHN
6607,Napakiak Airport,Napakiak,United States,WNA,PANA
6608,Napaskiak Airport,Napaskiak,United States,PKA,PAPK
6609,Tok Airport,Tok,United States,\N,PATJ
6610,Bedwell Harbour Seaplane Base,Bedwell Harbour,Canada,YBW,CAB3
6611,Washabo Airport,Washabo,Suriname,WSO,SMWS
6613,Causey Airport,Liberty,United States,\N,K2A5
6614,Abaco I Walker C Airport,Walker's Cay,Bahamas,WKR,MYAW
6615,Black Point Airstrip,Black Point,Bahamas,\N,MYEB
6616,Bartica A Airport,Bartica,Guyana,GFO,SYBT
6617,Doylestown Airport,Doylestown,United States,DYL,KDYL
6619,Tingo Maria Airport,Tingo Maria,Peru,TGI,SPGM
6620,Plínio Alarcom Airport,Tres Lagoas,Brazil,TJL,SSTL
6622,Cacoal Airport,Cacoal,Brazil,OAL,SSKW
6623,Warren Field,Washington,United States,OCW,KOCW
6624,Hyde County Airport,Engelhard,United States,\N,K7W6
6625,Mocopulli Airport,Castro,Chile,MHC,SCPQ
6626,Stillwater Regional Airport,Stillwater,United States,SWO,KSWO
6627,Okmulgee Regional Airport,Okmulgee,United States,OKM,KOKM
6628,Cushing Municipal Airport,Cushing,United States,CUH,KCUH
6629,Clinton Sherman Airport,Clinton,United States,CSM,KCSM
6630,Strother Field,Winfield,United States,WLD,KWLD
6631,Wiley Post Airport,Oklahoma City,United States,PWA,KPWA
6632,Shreveport Downtown Airport,Shreveport,United States,DTN,KDTN
6633,Stephenville Clark Regional Airport,Stephenville,United States,SEP,KSEP
6634,Perry Municipal Airport,Perry,United States,\N,KF22
6635,Hamilton Municipal Airport,Hamilton,United States,\N,KMNZ
6636,Ada Regional Airport,Ada,United States,ADT,KADH
6637,Mesquite Metro Airport,Misquite,United States,\N,KHQZ
6638,Denton Municipal Airport,Denton,United States,\N,KDTO
6639,Austin Executive Airport,Austin,United States,\N,KEDC
6640,Lago Vista Tx Rusty Allen Airport,Lago Vista,United States,\N,KRYW
6641,Brenham Municipal Airport,Brenham,United States,\N,K11R
6642,Lakeway Airpark,Lakeway,United States,\N,K3R9
6643,Iraan Municipal Airport,Iraan,United States,IRB,K2F0
6644,Kestrel Airpark,San Antonio,United States,\N,K1T7
6645,Elliot Lake Municipal Airport,ELLIOT LAKE,Canada,YEL,CYEL
6646,Wilkes County Airport,North Wilkesboro,United States,IKB,KUKF
6647,Charleston Executive Airport,Charleston,United States,\N,KJZI
6648,Danville Regional Airport,Danville,United States,DAN,KDAN
6649,Brookneal/Campbell County Airport,Brookneal,United States,\N,K0V4
6651,Cheraw Municipal Airport/Lynch Bellinger Field,Cheraw,United States,HCW,KCQW
6652,Wauchula Municipal Airport,Wuchula,United States,\N,KCHN
6669,Conway Horry County Airport,Conway,United States,\N,KHYW
6702,Gratiot Community Airport,Kamloops,Canada,AMN,KAMN
6703,Asheboro Regional Airport,Asheboro,United States,\N,KHBI
6705,Henderson Field,Wallace,United States,\N,KACZ
6706,Emporia Greensville Regional Airport,Emporia,United States,\N,KEMV
6707,San Gabriel Valley Airport,El Monte,United States,EMT,KEMT
6710,Kee Field,Pineville,United States,\N,KI16
6715,Stinson Municipal Airport,Stinson,United States,SSF,KSSF
6716,Sallisaw Municipal Airport,Sallisaw,United States,\N,KJSV
6717,Jasper County Airport-Bell Field,Jasper,United States,JAS,KJAS
6718,El Dorado Springs Memorial Airport,El dorado springs,United States,\N,K87K
6719,Marfa Municipal Airport,Marfa,United States,MRF,KMRF
6720,Alpine Casparis Municipal Airport,Alpine,United States,ALE,KE38
6722,Chichen Itza International Airport,Chichen Itza,Mexico,CZA,MMCT
6724,Cable Airport,Upland,United States,CCB,KCCB
6725,Mount Sterling Montgomery County Airport,Mount Sterling,United States,\N,KIOB
6726,Elkhart Municipal Airport,Elkhart,United States,EKI,KEKM
6727,Nappanee Municipal Airport,Nappanee ,United States,\N,KC03
6728,Jim Hamilton L.B. Owens Airport,Columbia,United States,CUB,KCUB
6729,Grove Municipal Airport,Grove,United States,\N,KGMJ
6730,Mc Pherson Airport,Mc Pherson,United States,\N,KMPR
6731,Donaldson Field Airport,Greenville,United States,GDC,KGYH
6732,Perry Houston County Airport,Perry,United States,\N,KPXE
6733,Hartsville Regional Airport,Hartsville,United States,HVS,KHVS
6734,Horace Williams Airport,Chapel Hill,United States,\N,KIGX
6735,San Cristobal de las Casas Airport,San Cristobal de las Casas,Mexico,SZT,MMSC
6736,Dunnville Airport,Dunnville,Canada,DU9,CDU9
6737,Brunswick County Airport,Oak Island,United States,\N,KSUT
6738,Chesterfield County Airport,Richmond,United States,\N,KFCI
6741,Scarlett Martinez International Airport,Rio Hato,Panama,RIH,MPRH
6742,Henderson Oxford Airport,Oxford,United States,\N,KHNZ
6743,Leesburg International Airport,Leesburg,United States,LEE,KLEE
6747,Pouso Alegre Airport,Pouso Alegre,Brazil,PPY,SNZA
6748,Brigadeiro Cabral Airport,Divinopolis,Brazil,DIQ,SNDV
6754,Chino Airport,Chino,United States,CNO,KCNO
6759,Madison County Airport,London,United States,\N,KUYF
6760,Las Brujas Airport,Cayo Santa Maria,Cuba,BWW,MUBR
6764,Paso Robles Municipal Airport,Paso Robles,United States,PRB,KPRB
6768,Half Moon Bay Airport,Half Moon Bay,United States,HAF,KHAF
6771,General WM J Fox Airfield,Lancaster,United States,WJF,KWJF
6773,Guarapari Airport,Guarapari,Brazil,GUZ,SNGA
6774,Ubatuba Airport,Ubatuba,Brazil,UBT,SDUB
6789,Jumandy Airport,Tena,Ecuador,TNW,SEJD
6790,Morro da Urca Heliport,Rio de Janeiro,Brazil,\N,SDHU
6795,Person County Airport,Roxboro,United States,\N,KTDF
6807,Talladega Municipal Airport,Talladega,United States,ASN,KASN
6808,Greenville Downtown Airport,Greenville,United States,GMU,KGMU
6809,Mankato Regional Airport,Mankato,United States,\N,KMKT
6810,Captain Auguste George Airport,Anegada,British Virgin Islands,NGD,TUPA
6811,Troy Municipal Airport at N Kenneth Campbell Field,Troy,United States,TOI,KTOI
6812,Merkel Field Sylacauga Municipal Airport,Sylacauga,United States,\N,KSCD
6813,Enterprise Municipal Airport,Enterprise,United States,ETS,KEDN
6814,Ryan Field,Tucson,United States,\N,KRYN
6819,Thomas C Russell Field,Alexander City,United States,ALX,KALX
6823,Meriden Markham Municipal Airport,Meriden,United States,\N,KMMK
6828,Fort Mackay / Horizon Airport,Wood Buffalo,Canada,HZP,CYNR
6829,Canmore Municipal Heliport,Canmore,Canada,\N,CEW9
6831,Ridgely Airpark,Ridgely,United States,\N,KRJD
